510,MovieID,ActorID,Character Name,creditOrder,pay,screentime
741,29,219,Susan,6,,
742,29,220,Rose (as Martina Degnan),7,,
743,29,221,Mover (as Richard Kleber),8,,
744,29,222,Mover,9,,
745,30,140,Rusty Sabich,1,,
746,30,223,Raymond Horgan,2,,
747,30,224,Sandy Stern,3,,
748,30,225,Barbara Sabich,4,,
749,30,226,Judge Larren Lyttle,5,,
750,30,227,Carolyn Polhemus,6,,
751,30,228,Detective Dan Lipranzer,7,,
752,30,229,Tommy Molto,8,,
753,30,230,Nico Della Guardia,9,,
754,31,28,Lieutenant Dunbar,1,,
755,31,231,Stands With A Fist,2,,
756,31,232,Kicking Bird,3,,
757,31,233,Wind In His Hair,4,,
758,31,234,Ten Bears,5,,
759,31,235,Black Shawl,6,,
760,31,236,Timmons,7,,
761,31,237,Lieutenant Elgin,8,,
762,31,238,Major Fambrough,9,,
763,32,239,Nelson Wright,1,,
764,32,153,Dr. Rachel Mannus,2,,
765,32,240,David Labraccio,3,,
766,32,241,Joe Hurley,4,,
767,32,242,Randy Steckle,5,,
768,32,243,Winnie Hicks,6,,
769,32,244,Billy Mahoney,7,,
770,32,245,Rachel's Father,8,,
771,32,246,Young Nelson,9,,
772,33,141,Marko Ramius,1,,
773,33,247,Jack Ryan,2,,
774,33,248,Bart Mancuso,3,,
775,33,249,Captain Borodin,4,,
776,33,33,Admiral Greer,5,,
777,33,74,Andrei Lysenko,6,,
778,33,250,Jeffrey Pelt,7,,
779,33,251,Ivan Putin,8,,
780,33,252,Dr. Petrov,9,,
781,34,253,Reggie Hammond,1,,
782,34,254,Jack Cates,2,,
783,34,255,Ben Kehoe,3,,
784,34,256,Blake Wilson,4,,
785,34,257,Frank Cruise,5,,
786,34,258,Willie Hickok,6,,
787,34,259,Richard 'Cherry' Ganz,7,,
788,34,260,Kirkland Smith,8,,
789,34,261,Tyrone Burroughs,9,,
790,35,131,Marty McFly,1,5000000,
791,35,132,Dr. Emmett Brown,2,,
792,35,63,Clara Clayton,3,,
793,35,134,Buford 'Mad Dog' Tannen,4,,
794,35,133,Maggie McFly,5,,
795,35,135,Jennifer Parker,6,,
796,35,262,Chester the Bartender,7,,
797,35,263,Barbwire Salesman,8,,
798,35,264,"Jeb, Saloon Old-Timer #3",9,,
799,36,265,Dick Tracy,1,,
800,36,266,Kid,2,,
801,36,267,McGillicuddy,3,,
802,36,268,Stooge,4,,
803,36,269,Shoulders,5,,
804,36,270,The Rodent,6,,
805,36,271,The Brow,7,,
806,36,272,Little Face,8,,
807,36,273,Flattop,9,,
808,37,274,Don Michael Corleone,1,,
809,37,275,Kay Adams Michelson,2,,
810,37,276,Connie Corleone Rizzi,3,,
811,37,277,Vincent Mancini,4,,
812,37,278,Don Altobello,5,,
813,37,279,Joey Zasa,6,,
814,37,280,B.J. Harrison,7,,
815,37,281,Grace Hamilton,8,,
816,37,282,Mary Corleone,9,,
817,38,19,Cole Trickle,1,,
818,38,283,Dr. Claire Lewicki,2,,
819,38,284,Harry Hogge,3,,
820,38,97,Tim Daland,4,,
821,38,285,Russ Wheeler,5,,
822,38,286,Rowdy Burns,6,,
823,38,287,Big John,7,,
824,38,288,Buck Bretherton,8,,
825,38,289,Waddell,9,,
826,39,174,Quaid,1,,
827,39,290,Melina,2,,
828,39,291,Lori,3,,
829,39,292,Cohaagen,4,,
830,39,293,Richter,5,,
831,39,294,George,6,,
832,39,295,Benny,7,,
833,39,296,Helm,8,,
834,39,297,Dr. Edgemar,9,,
835,40,6,John McClane,1,,
836,40,225,Holly McClane,2,,
837,40,298,Thornberg,3,,
838,40,299,Al Powell,4,,
839,40,300,Esperanza,5,,
840,40,301,Stuart,6,,
841,40,302,Grant,7,,
842,40,303,Carmine Lorenzo,8,,
843,40,304,Barnes,9,,
844,41,199,Evelyn Couch,1,,
845,41,305,Idgie Threadgoode,2,,
846,41,306,Ruth Jamison,3,,
847,41,11,Ninny Threadgoode,4,,
848,41,307,Sipsey,5,,
849,41,308,Buddy Threadgoode,6,,
850,41,309,Big George,7,,
851,41,310,Ed Couch,8,,
852,41,311,Smokey Lonesome,9,,
853,42,312,Clarice Starling,1,,
854,42,313,FBI Instructor,2,,
855,42,314,Ardelia Mapp,3,,
856,42,315,Agent Burroughs,4,,
857,42,248,Jack Crawford,5,,
858,42,316,Dr. Frederick Chilton,6,,
859,42,317,Barney,7,,
860,42,318,Friendly Psychopath,8,,
861,42,319,Brooding Psychopath,9,,
862,43,153,Laura Burney,1,,
863,43,320,Martin Burney,2,,
864,43,321,Ben Woodward,3,,
865,43,322,Chloe Williams,4,,
866,43,323,Fleishman,5,,
867,43,324,Dr. Rissner,6,,
868,43,325,Locke,7,,
869,43,326,Julie,8,,
870,43,327,Garber,9,,
871,44,62,George Banks,1,,
872,44,275,Nina Banks,2,,
873,44,328,Annie Banks,3,,
874,44,329,Matty Banks,4,,
875,44,330,Bryan MacKenzie,5,,
876,44,331,Franck Eggelhoffer,6,,
877,44,332,Howard Weinstein,7,,
878,44,333,John MacKenzie,8,,
879,44,334,Joanna MacKenzie,9,,
880,47,335,Beast,1,,
881,47,336,Lefou,2,,
882,47,337,Maurice,3,,
883,47,338,Mrs. Potts,4,,
884,47,339,Belle,5,,
885,47,340,Lumiere,6,,
886,47,341,Chip,7,,
887,47,342,Cogsworth,8,,
888,47,343,Gaston,9,,
889,48,344,Topper Harley,1,,
890,48,285,Kent Gregory,2,,
891,48,345,Ramada Thompson,3,,
892,48,346,Admiral Benson,4,,
893,48,347,Lt. Commander Block,5,,
894,48,348,Jim 'Wash Out' Pfaffenbach,6,,
895,48,349,Pete 'Dead Meat' Thompson,7,,
896,48,350,Kowalski,8,,
897,48,351,Wilson,9,,
898,49,44,Mitch Robbins,1,,
899,49,183,Phil Berquist,2,,
900,49,47,Ed Furillo,3,,
901,49,352,Barbara Robbins,4,,
902,49,353,Bonnie Rayburn,5,,
903,49,113,Curly,6,,
904,49,354,Clay Stone,7,,
905,49,355,Cookie,8,,
906,49,356,Barry Shalowitz,9,,
907,50,357,Kirk,1,,
908,50,358,Spock,2,,
909,50,359,McCoy,3,,
910,50,360,Scotty,4,,
911,50,361,Chekov,5,,
912,50,362,Uhura,6,,
913,50,363,Sulu,7,,
914,50,364,Lt. Valeris,8,,
915,50,365,Sarek,9,,
916,51,366,Morticia Addams,1,,
917,51,224,Gomez Addams,2,,
918,51,132,Uncle Fester Addams,3,,
919,51,367,Tully Alford,4,,
920,51,368,Abigail Craven,5,,
921,51,369,Granny,6,,
922,51,370,Lurch,7,,
923,51,371,Margaret Alford,8,,
924,51,372,Judge Womack,9,,
925,52,254,Tom Wingo,1,,
926,52,373,Susan Lowenstein,2,,
927,52,374,Sally Wingo,3,,
928,52,375,Lila Wingo Newbury,4,,
929,52,376,Herbert Woodruff,5,,
930,52,377,Savannah Wingo,6,,
931,52,378,Eddie Detreville,7,,
932,52,379,Bernard Woodruff,8,,
933,52,380,Henry Wingo,9,,
934,53,115,Bob Wiley,1,,
935,53,381,Dr. Leo Marvin,2,,
936,53,382,Fay Marvin,3,,
937,53,266,Siggy Marvin,4,,
938,53,383,Anna Marvin,5,,
939,53,384,Mr. Guttman,6,,
940,53,385,Mrs. Guttman,7,,
941,53,386,Phil,8,,
942,53,387,Lily,9,,
943,54,388,Max Cady,1,,
944,54,254,Sam Bowden,2,,
945,54,389,Leigh Bowden,3,,
946,54,91,Danielle Bowden,4,,
947,54,390,Claude Kersek,5,,
948,54,391,Lieutenant Elgart,6,,
949,54,392,Lee Heller,7,,
950,54,393,Judge,8,,
951,54,394,Lori Davis,9,,
952,55,395,Rose Cheramie,1,,
953,55,396,Epileptic,2,,
954,55,397,Zapruder,3,,
955,55,398,John F. Kennedy - Double,4,,
956,55,399,Jackie Kennedy - Double,5,,
957,55,400,Nellie Connally - Double,6,,
958,55,401,Gov. Connally - Double,7,,
959,55,28,Jim Garrison,8,,
960,55,402,Lou Ivon,9,,
961,56,28,Robin of Locksley,1,,
962,56,10,Azeem,2,,
963,56,403,Marian,3,,
964,56,404,Will Scarlett,4,,
965,56,405,Sheriff of Nottingham,5,,
966,56,406,Mortianna,6,,
967,56,407,Friar Tuck,7,,
968,56,408,Lord Locksley,8,,
969,56,409,Guy of Gisborne,9,,
970,57,410,Captain Hook,1,,
971,57,53,Peter Banning,2,,
972,57,153,Tinkerbell,3,,
973,57,411,Smee,4,,
974,57,412,Granny Wendy,5,,
975,57,413,Moira Banning,6,,
976,57,266,Jack 'Jackie' Banning,7,,
977,57,414,Maggie Banning,8,,
978,57,415,"Liza, Wendy's Housekeeper",9,,
979,58,416,Stephen McCaffrey,1,,
980,58,241,Brian McCaffrey,2,,
981,58,388,Donald Rimgale,3,,
982,58,417,Ronald Bartel,4,,
983,58,418,Jennifer Vaitkus,5,,
984,58,248,John Adcox,6,,
985,58,419,Helen McCaffrey,7,,
986,58,420,Tim Krizminski,8,,
987,58,421,Marty Swayzak,9,,
988,59,174,The Terminator,1,,
989,59,422,Sarah Connor,2,,
990,59,423,John Connor,3,,
991,59,424,T-1000,4,,
992,59,425,Dr. Silberman,5,,
993,59,426,Miles Dyson,6,,
994,59,427,Tarissa Dyson,7,,
995,59,428,Enrique Salceda,8,,
996,59,429,Tim,9,,
997,60,430,Jody,1,,
998,60,431,Jude,2,,
999,60,432,Fergus,3,,
1000,60,433,Maguire,4,,
1001,60,434,Tinker (as Breffini McKenna),5,,
1002,60,435,Eddie,6,,
1003,60,436,Tommy (as Birdie Sweeney),7,,
1004,60,437,Dil,8,,
1005,60,438,Jane (as Andree Bernard),9,,
1006,62,439,Bill Munny,1,,
1007,62,440,Little Bill Daggett,2,,
1008,62,10,Ned Logan,3,,
1009,62,441,English Bob,4,,
1010,62,442,The 'Schofield Kid',5,,
1011,62,443,W.W. Beauchamp,6,,
1012,62,444,Strawberry Alice,7,,
1013,62,445,Delilah Fitzgerald,8,,
1014,62,446,Quick Mike,9,,
1015,63,39,Kevin,1,,
1016,63,73,Harry,2,,
1017,63,183,Marv,3,,
1018,63,186,Kate,4,,
1019,63,184,Peter,5,,
1020,63,188,Buzz,6,,
1021,63,447,Megan,7,,
1022,63,448,Linnie,8,,
1023,63,449,Jeff,9,,
1024,64,450,Wayne Campbell,1,,
1025,64,451,Garth Algar,2,,
1026,64,452,Benjamin Oliver,3,,
1027,64,453,Cassandra,4,,
1028,64,454,Noah Vanderhoff,5,,
1029,64,455,Stacy,6,,
1030,64,456,Alan,7,,
1031,64,457,Neil,8,,
1032,64,458,Terry,9,,
1033,65,28,Frank Farmer,1,,
1034,65,459,Rachel Marron,2,,
1035,65,460,Sy Spector,3,,
1036,65,461,Devaney,4,,
1037,65,462,Herb Farmer,5,,
1038,65,463,Portman,6,,
1039,65,464,Nicki,7,,
1040,65,465,Tony,8,,
1041,65,466,Henry,9,,
1042,66,467,Aladdin,1,,
1043,66,53,Genie,2,,
1044,66,468,Princess Jasmine,3,,
1045,66,469,Jafar,4,,
1046,66,470,Abu,5,,
1047,66,471,Iago,6,,
1048,66,472,Sultan,7,,
1049,66,473,Gazeem,8,,
1050,66,474,Additional Voices (voice),9,,
1051,67,475,Sidney Deane,1,,
1052,67,476,Billy Hoyle,2,,
1053,67,477,Gloria Clemente,3,,
1054,67,478,Rhonda Deane,4,,
1055,67,479,Robert,5,,
1056,67,480,Junior,6,,
1057,67,481,George,7,,
1058,67,482,Walter,8,,
1059,67,483,Raymond,9,,
1060,68,484,Deloris,1,,
1061,68,412,Mother Superior,2,,
1062,68,485,Mary Patrick,3,,
1063,68,486,Mary Robert,4,,
1064,68,487,Mary Lazarus,5,,
1065,68,488,Vince LaRocca,6,,
1066,68,489,Eddie Souther,7,,
1067,68,490,Joey,8,,
1068,68,491,Willy,9,,
1069,69,274,Lt. Col. Frank Slade,1,,
1070,69,308,Charlie Simms,2,,
1071,69,492,Mr. Trask,3,,
1072,69,493,Donna,4,,
1073,69,494,"George Willis, Jr.",5,,
1074,69,495,W.R. Slade,6,,
1075,69,496,Randy,7,,
1076,69,497,Gretchen,8,,
1077,69,498,Gail,9,,
1078,70,71,Martin Riggs,1,,
1079,70,72,Roger Murtaugh,2,,
1080,70,73,Leo Getz,3,,
1081,70,499,Lorna Cole,4,,
1082,70,500,Jack Travis,5,,
1083,70,79,Captain Murphy,6,,
1084,70,77,Trish Murtaugh,7,,
1085,70,78,Rianne Murtaugh,8,,
1086,70,501,Nick Murtaugh,9,,
1087,71,502,Casey Ryback,1,,
1088,71,503,Tackman,2,,
1089,71,504,Granger,3,,
1090,71,505,Flicker,4,,
1091,71,506,Cue Ball,5,,
1092,71,507,Captain Adams,6,,
1093,71,508,Commander Krill,7,,
1094,71,509,Ensign Taylor,8,,
1095,71,510,Lt. Smart,9,,
1096,72,253,Marcus,1,,
1097,72,511,Jacqueline,2,,
1098,72,512,Angela,3,,
1099,72,513,Gerard,4,,
1100,72,514,Tyler,5,,
1101,72,515,Strangï¿½,6,,
1102,72,516,Nelson,7,,
1103,72,517,Lady Eloise,8,,
1104,72,518,Bony T,9,,
1105,73,519,Jimmy Dugan,1,,
1106,73,520,C Dottie Hinson,2,,
1107,73,521,P Kit Keller,3,,
1108,73,522,C F Mae Mordabito,4,,
1109,73,523,3B Doris Murphy,5,,
1110,73,524,2B Marla Hooch,6,,
1111,73,525,LF,7,,
1112,73,526,RF Evelyn Gardner,8,,
1113,73,527,LF Shirley Baker,9,,
1114,74,528,Hawkeye (Nathaniel Poe),1,,
1115,74,529,Cora Munro,2,,
1116,74,530,Chingachgook,3,,
1117,74,531,Uncas,4,,
1118,74,532,Alice Munro,5,,
1119,74,533,Maj. Duncan Heyward,6,,
1120,74,534,Magua,7,,
1121,74,535,Col. Edmund Munro,8,,
1122,74,536,Gen Montcalm,9,,
1123,75,537,Dracula,1,,
1124,75,208,Mina Murray,2,,
1125,75,538,Professor Abraham Van Helsing,3,,
1126,75,69,Jonathan Harker,4,,
1127,75,539,Dr. Jack Seward,5,,
1128,75,285,Lord Arthur Holmwood,6,,
1129,75,540,Quincey P. Morris,7,,
1130,75,541,Lucy Westenra,8,,
1131,75,542,R.M. Renfield,9,,
1132,76,19,Lt. Daniel Kaffee,1,,
1133,76,107,Col. Nathan R. Jessep,2,,
1134,76,215,Lt. Cdr. JoAnne Galloway,3,,
1135,76,240,Capt. Jack Ross,4,,
1136,76,239,2nd. Lt. Jonathan Kendrick,5,,
1137,76,543,Lt. Sam Weinberg,6,,
1138,76,544,Pfc. Louden Downey,7,,
1139,76,421,Lt. Col. Matthew Andrew Markinson,8,,
1140,76,545,Dr. Stone,9,,
1141,77,140,Jack Ryan,1,,
1142,77,546,Cathy Ryan,2,,
1143,77,320,Kevin O'Donnell,3,,
1144,77,547,Sean Miller,4,,
1145,77,548,Sally Ryan,5,,
1146,77,549,Lord Holmes,6,,
1147,77,550,Robby,7,,
1148,77,551,Annette,8,,
1149,77,552,Marty Cantor,9,,
1150,78,80,Detective Nick Curran,1,,
1151,78,291,Catherine Tramell,2,,
1152,78,553,Gus,3,,
1153,78,554,Dr. Beth Garner,4,,
1154,78,555,Lieutenant Walker,5,,
1155,78,556,Roxy,6,,
1156,78,557,Andrews,7,,
1157,78,558,Captain Talcott,8,,
1158,78,559,Hazel Dobkins,9,,
1159,79,106,Batman,1,,
1160,79,82,Penguin,2,,
1161,79,560,Catwoman,3,,
1162,79,561,Max Shreck,4,,
1163,79,112,Alfred,5,,
1164,79,562,Mayor,6,,
1165,79,563,Ice Princess,7,,
1166,79,564,Chip,8,,
1167,79,110,Commissioner Gordon,9,,
1168,80,565,Derice Bannock,1,,
1169,80,566,Sanka Coffie,2,,
1170,80,567,Junior Bevil,3,,
1171,80,568,Yul Brenner,4,,
1172,80,37,Irv,5,,
1173,80,21,Kurt Hemphill,6,,
1174,80,569,Josef Grool,7,,
1175,80,570,Roger,8,,
1176,80,571,Larry,9,,
1177,81,115,Phil,1,,
1178,81,572,Rita,2,,
1179,81,573,Larry,3,,
1180,81,193,Ned,4,,
1181,81,454,Buster,5,,
1182,81,326,Nancy,6,,
1183,81,574,Mrs. Lancaster,7,,
1184,81,575,Gus,8,,
1185,81,576,Ralph,9,,
1186,82,577,Jesse,1,,
1187,82,521,Rae Lindley,2,,
1188,82,578,Annie Greenwood,3,,
1189,82,579,Randolph Johnson,4,,
1190,82,580,Glen Greenwood,5,,
1191,82,293,Dial,6,,
1192,82,581,Wade,7,,
1193,82,582,Dwight Mercer,8,,
1194,82,583,Perry,9,,
1195,83,519,Sam Baldwin,1,,
1196,83,584,Jonah Baldwin,2,,
1197,83,585,Suzy,3,,
1198,83,586,Greg,4,,
1199,83,587,Rob,5,,
1200,83,588,Maggie Baldwin,6,,
1201,83,45,Annie Reed,7,,
1202,83,589,Walter,8,,
1203,83,590,Barbara Reed,9,,
1204,84,591,Oskar Schindler,1,,
1205,84,592,Itzhak Stern,2,,
1206,84,593,Amon Goeth,3,,
1207,84,413,Emilie Schindler,4,,
1208,84,594,Poldek Pfefferberg,5,,
1209,84,595,Helen Hirsch,6,,
1210,84,596,Wiktoria Klonowska,7,,
1211,84,597,Wilek Chilowicz,8,,
1212,84,598,Marcel Goldberg,9,,
1213,85,53,Daniel Hillard,1,,
1214,85,149,Miranda Hillard,2,,
1215,85,599,Stu,3,,
1216,85,600,Frank,4,,
1217,85,601,Gloria,5,,
1218,85,602,Lydia Hillard,6,,
1219,85,603,Chris Hillard,7,,
1220,85,604,Natalie Hillard,8,,
1221,85,605,Mr. Lundy,9,,
1222,86,416,Wyatt Earp,1,,
1223,86,606,Doc Holliday,2,,
1224,86,607,Virgil Earp,3,,
1225,86,608,Morgan Earp,4,,
1226,86,609,Curly Bill Brocius,5,,
1227,86,610,Johnny Ringo,6,,
1228,86,611,Henry Hooker,7,,
1229,86,612,Billy Breckinridge,8,,
1230,86,613,Behan,9,,
1231,87,519,Andrew 'Andy' Beckett,1,,
1232,87,614,Joe Miller,2,,
1233,87,615,Judge Tate,3,,
1234,87,616,Crutches' - Courthouse Elevator,4,,
1235,87,617,Dr. Gillman,5,,
1236,87,618,Clinic Storyteller,6,,
1237,87,619,Clinic Patient,7,,
1238,87,620,Tyrone - Clinic Worker,8,,
1239,87,621,Kenneth Killcoyne,9,,
1240,88,622,Dave Kovic,1,,
1241,88,116,Ellen Mitchell,2,,
1242,88,623,Bob Alexander,3,,
1243,88,347,Alan Reed,4,,
1244,88,624,Duane Stevenson,5,,
1245,88,592,Vice-President Nance,6,,
1246,88,625,Murray Blum,7,,
1247,88,626,Alice,8,,
1248,88,627,Randi,9,,
1249,89,628,John Gustafson,1,,
1250,89,629,Max Goldman,2,,
1251,89,630,Ariel Truax,3,,
1252,89,631,Grandpa Gustafson,4,,
1253,89,152,Melanie,5,,
1254,89,543,Jacob Goldman,6,,
1255,89,632,Chuck,7,,
1256,89,633,Snyder,8,,
1257,89,634,Mike,9,,
1258,90,635,John,1,,
1259,90,215,Diana Murphy,2,,
1260,90,476,David Murphy,3,,
1261,90,636,Mr. Shackleford,4,,
1262,90,242,Jeremy,5,,
1263,90,637,Day Tripper,6,,
1264,90,638,Mr. Langford,7,,
1265,90,639,Auction M.C.,8,,
1266,90,640,Realtor,9,,
1267,91,484,Deloris,1,,
1268,91,485,Sister Mary Patrick,2,,
1269,91,641,Father Maurice,3,,
1270,91,487,Sister Mary Lazarus,4,,
1271,91,642,Mr. Crisp,5,,
1272,91,643,Father Ignatius,6,,
1273,91,486,Sister Mary Robert,7,,
1274,91,644,Florence Watson,8,,
1275,91,236,Joey Bustamente,9,,
1276,92,439,Frank Horrigan,1,,
1277,92,645,Mitch Leary,2,,
1278,92,499,Lilly Raines,3,,
1279,92,156,Al D'Andrea,4,,
1280,92,646,Bill Watts,5,,
1281,92,287,Harry Sargent,6,,
